x_1,x_2,Classification
-1.6569026000000002,0.69060472,Inlier
-1.6851705000000001,0.82769188,Inlier
-2.0681327,0.58389084,Inlier
-1.7795488999999998,0.84043086,Inlier
-1.6889467,0.78470264,Inlier
-1.2046491000000001,1.2166609,Inlier
-1.9194529999999999,0.52587489,Inlier
-1.6233148000000002,0.9339073,Inlier
-1.5689707,0.80164586,Inlier
-1.7067758000000002,0.81000156,Inlier
-1.7526445,0.84813637,Inlier
-2.0771198,0.48531088,Inlier
-1.7492421999999999,0.76762034,Inlier
-1.7775256999999998,0.95707205,Inlier
-1.8651971,0.73956779,Inlier
-2.1021639,0.40361708,Inlier
-1.3492917,1.239733,Inlier
-1.56006,1.0376074,Inlier
-1.5948893999999998,0.79077431,Inlier
-1.7814672999999999,0.61065482,Inlier
-1.3157749,1.1713907,Inlier
-1.7656328000000001,0.95919475,Inlier
-1.6312672,0.86864096,Inlier
-1.4989458,1.0388331,Inlier
-1.932475,0.62905764,Inlier
-1.7291889,0.46920194,Inlier
-1.8083122999999999,0.82355334,Inlier
-1.7949865000000005,0.81674229,Inlier
-1.9682901999999998,0.59879681,Inlier
-1.6214296000000001,0.87958167,Inlier
-1.4776938,1.1249586999999999,Inlier
-1.5808719,0.7390899999999999,Inlier
-2.0007501,0.49516825,Inlier
-1.5809428,1.0807955,Inlier
0.40818693,1.0699345,Inlier
0.68932378,1.2676966,Inlier
0.33344070000000003,0.69859168,Inlier
0.72705347,1.2321646000000002,Inlier
0.55987382,1.048699,Inlier
0.61563755,1.3885370000000001,Inlier
0.85357666,1.3285107,Inlier
0.32182117,1.1753446,Inlier
0.39684435,1.3530316,Inlier
0.42477316,1.1206135,Inlier
0.66350241,1.2631698,Inlier
0.17486884,0.85405542,Inlier
0.46559395,1.1757144,Inlier
0.59615031,1.1631699,Inlier
0.47521738,1.2100288000000001,Inlier
0.69085117,1.2922701,Inlier
0.23491943,1.1169451000000001,Inlier
0.44473999,1.1169443000000001,Inlier
0.39493332,0.99568498,Inlier
0.19327312,1.1686940000000001,Inlier
0.37334363,0.92647489,Inlier
0.74495951,1.4131358,Inlier
0.79588,1.2759403999999999,Inlier
0.28811612,0.74656998,Inlier
0.73996214,1.016357,Inlier
0.39035553,1.1017149,Inlier
0.56114831,1.1064107,Inlier
0.40361389,1.00651,Inlier
0.51489903,1.1390737,Inlier
0.38816779,1.0727853,Inlier
0.82533177,1.2649872,Inlier
0.70772752,1.1823723,Inlier
0.50702489,1.1365391000000002,Inlier
0.5823297,1.0691248,Inlier
0.47479192,1.1892088,Inlier
0.4496840999999999,1.1126985,Inlier
0.62620096,1.3084908000000002,Inlier
0.47601274,1.1652699,Inlier
0.76039914,1.4468609,Inlier
0.47777494,1.5228638,Inlier
0.79705142,1.1367387,Inlier
0.38798299,0.9154639000000001,Inlier
0.851231,1.1432716,Inlier
0.59252672,1.0560862,Inlier
0.45901108,0.89493322,Inlier
0.50834021,1.2282161,Inlier
0.65678054,1.1122543,Inlier
0.31719699,0.63792369,Inlier
0.45316769999999995,1.4693146000000001,Inlier
0.48367330000000003,1.2290934999999998,Inlier
0.49973042,1.0123765,Inlier
0.56289902,1.0549146999999999,Inlier
0.53799505,1.1531299,Inlier
0.25294046,0.89221441,Inlier
0.770691,1.2937622,Inlier
0.75271291,1.619378,Inlier
0.59005312,1.0114220999999999,Inlier
0.6502825,1.2307003,Inlier
0.49777254,1.1899049,Inlier
0.59716558,1.1477708999999998,Inlier
0.69444764,1.2258611000000001,Inlier
1.1577851000000001,1.6635273999999998,Inlier
0.39701822,0.83546073,Inlier
0.61059478,1.0567933,Inlier
0.2569891,0.96244755,Inlier
0.59642519,1.1038364,Inlier
0.71290615,1.2120282,Inlier
0.49681916,1.0652418,Inlier
0.3580895,1.0172888,Inlier
0.74900487,1.1351498,Inlier
0.65738556,1.0366833,Inlier
0.5520248000000001,1.2024339,Inlier
0.61333799,1.1023406,Inlier
0.45166863,1.1324383,Inlier
0.042092324,0.61541781,Inlier
0.41363435,1.0354475,Inlier
0.74152434,1.5273045,Inlier
0.45456089,0.8637189000000001,Inlier
0.029636499,0.76730206,Inlier
0.73555111,1.1237780000000002,Inlier
0.56980366,1.2741688999999998,Inlier
0.503831,1.0156738,Inlier
0.56086758,0.88258149,Inlier
0.56730789,1.3001938,Inlier
0.62704626,1.3557511999999998,Inlier
0.67849535,1.3348749,Inlier
0.27383051,1.0924035,Inlier
0.6220359999999999,1.1392871999999998,Inlier
0.35844168,0.97238038,Inlier
0.54373452,1.1079997,Inlier
0.43147344,1.268181,Inlier
0.50715059,0.98455182,Inlier
0.36191494,0.56941502,Inlier
0.48914198,1.1819959,Inlier
0.28026517,0.88950367,Inlier
0.56436783,1.0578337,Inlier
0.52313913,1.0139097,Inlier
0.49519521,1.3520143,Inlier
0.31629472,1.0418249,Inlier
0.47100771,1.0392086999999999,Inlier
0.59198616,0.23082176,Inlier
0.81775905,0.71403551,Inlier
0.70767047,0.40244262,Inlier
1.3918721,0.52982603,Inlier
1.3576808,0.56445883,Inlier
0.34053319,0.15611556,Inlier
0.94892325,0.32062865,Inlier
1.0818379999999999,0.2168946,Inlier
1.0708559,0.42133151,Inlier
0.63389277,0.36052187,Inlier
1.4891476000000001,0.45995875,Inlier
1.3766955,0.46243707,Inlier
1.0062745000000002,0.38183892,Inlier
1.142867,0.79036643,Inlier
0.66531336,0.49598378,Inlier
0.55758623,0.24411222,Inlier
0.7306524,0.4983792,Inlier
0.8221120999999999,0.4283588,Inlier
1.7712433999999997,0.7917371999999999,Inlier
1.0256469000000001,0.35286742,Inlier
0.51385159,0.37431618,Inlier
0.66092382,0.55681298,Inlier
1.2535566999999999,0.59007011,Inlier
1.1482132999999999,0.54598676,Inlier
0.75016287,0.47511343,Inlier
0.87446485,0.24861767,Inlier
1.2698928999999999,0.62994584,Inlier
0.96721705,0.59619302,Inlier
0.75180692,0.61943271,Inlier
0.91341484,0.60072611,Inlier
1.2536556,0.56727002,Inlier
0.67212663,0.55769912,Inlier
0.74215292,0.58741546,Inlier
0.52182376,0.30900968,Inlier
0.60602531,0.29832914,Inlier
1.7649279999999998,1.1135627000000001,Inlier
0.61387755,0.12163610000000001,Inlier
1.2087888999999998,0.66946227,Inlier
0.66499561,0.27495829,Inlier
1.2130721000000002,0.76399521,Inlier
0.49453342,0.35499418,Inlier
0.74198234,0.57170223,Inlier
1.1146578999999999,0.44947879999999996,Inlier
1.6278932,1.1457025,Inlier
0.84514035,0.37479712,Inlier
1.3589277,0.46960596,Inlier
1.230779,0.65028768,Inlier
1.0322786,0.34815527,Inlier
0.65279361,0.35819051,Inlier
1.2582608,0.32044362,Inlier
0.092298973,0.44627588,Inlier
0.40876533,0.23793135,Inlier
0.67275811,0.49006934,Inlier
0.80892931,0.5431949,Inlier
0.87288059,0.55351755,Inlier
0.53261055,0.60600949,Inlier
0.87704604,0.49489119,Inlier
1.5576276000000002,0.73401271,Inlier
1.0327226,0.31545496,Inlier
0.57399088,0.5116903,Inlier
0.47410558,0.27710224,Inlier
1.150267,0.36982152,Inlier
0.8970485,0.51236542,Inlier
1.0634178,0.62303079,Inlier
1.0312574,0.97360499,Inlier
0.91867031,0.63229676,Inlier
1.6530276000000002,0.82141858,Inlier
0.93025544,0.38289022,Inlier
1.149149,0.73933975,Inlier
1.0280071,0.60849996,Inlier
1.0233404000000001,0.80566331,Inlier
0.51581257,0.26553526,Inlier
0.95603151,0.63058384,Inlier
1.3330445,0.52315741,Inlier
0.56192468,0.0050396262,Inlier
0.76317963,0.48796918,Inlier
1.0377838,0.7235314,Inlier
1.2692412,0.55654454,Inlier
0.81128362,0.65754389,Inlier
0.2765628,0.39045904,Inlier
1.1155867,0.86248079,Inlier
0.82567031,0.69827632,Inlier
0.78507085,0.33558977,Inlier
0.42512456,0.23043628,Inlier
0.7696834,0.57220181,Inlier
1.5350728999999999,0.88362791,Inlier
1.450776,0.8641299000000001,Inlier
1.0794745000000001,0.6819761999999999,Inlier
1.1505404,0.51205357,Inlier
1.7667525000000002,0.89201706,Inlier
0.50470777,0.48925969,Inlier
1.3001945,0.61339697,Inlier
0.69436432,0.11532798,Inlier
1.0246133,0.57523704,Inlier
0.94872346,0.63072284,Inlier
0.92693859,0.70166846,Inlier
1.1550023999999999,0.70265648,Inlier
0.53220001,0.21217207,Inlier
0.73813765,0.36990348,Inlier
0.7523066999999999,0.26579309,Inlier
-1.4609892,-0.42813523,Inlier
-1.1328778,-0.23579507,Inlier
-1.2532936000000001,-0.36160088,Inlier
-1.7904248999999999,-0.23168953,Inlier
-1.2381111999999999,-0.41120776,Inlier
-1.1068776000000002,-0.32626177,Inlier
-1.5073811000000001,-0.26836713,Inlier
-1.3859108999999998,-0.21664259,Inlier
-1.2837305,-0.25888634,Inlier
-1.7186436999999999,-0.32658709,Inlier
-1.3933779,-0.3159172,Inlier
-1.9223254,-0.38402403,Inlier
-1.4559115,-0.3830515,Inlier
-0.88822383,-0.36345266,Inlier
-1.9316335999999998,-0.42278559,Inlier
-1.2922423,-0.41241145,Inlier
-1.4909018,-0.17750184,Inlier
-1.5727348,-0.3981697,Inlier
-1.1810964,-0.23551977,Inlier
-0.89185301,-0.48667627,Inlier
-1.3178805,-0.35246504,Inlier
-1.6033979999999999,-0.28839988,Inlier
-1.3787331,-0.05929686,Inlier
-1.9047023999999997,-0.4190573,Inlier
-1.3020181999999998,-0.24077309,Inlier
-1.809577,-0.46122483,Inlier
-1.7201784,-0.35428942,Inlier
-1.4321411,-0.2453893,Inlier
-1.5743885,-0.21458670000000002,Inlier
-1.7858679,-0.37324454,Inlier
-1.3892622,-0.36596634,Inlier
-1.5206773999999998,-0.25832983,Inlier
-0.92098365,-0.13389019,Inlier
-2.0559346,-0.41830651,Inlier
-1.4032283,-0.27880441,Inlier
-1.7941588,-0.29588523,Inlier
-1.4916813999999998,-0.30398592,Inlier
-1.7339782,-0.36951806,Inlier
-1.4681558000000001,-0.28981879,Inlier
-1.4861654,-0.2951512,Inlier
-1.7864968999999995,-0.27698369,Inlier
-2.0706959,-0.22071668,Inlier
-1.5067077,-0.34474784,Inlier
-0.87018391,-0.39354732,Inlier
-1.1112959999999998,-0.32015847,Inlier
-2.0521287,-0.40943758,Inlier
-1.6678611,-0.27923833,Inlier
-1.593166,-0.21589709,Inlier
-1.3087066,-0.29575006,Inlier
-1.3881225,-0.36818607,Inlier
-1.5114087999999999,-0.24898437,Inlier
-1.5615411,-0.41144675,Inlier
-1.5017656000000001,-0.33743268,Inlier
-1.6647466,-0.44607705,Inlier
-1.7297366000000003,-0.27655791,Inlier
-0.80074273,-0.41774458,Inlier
-1.6479192999999999,-0.30228597,Inlier
-1.5187806000000001,-0.19254136,Inlier
-1.4048622,-0.39993494,Inlier
-0.90931984,-0.33639701,Inlier
-1.5194368999999999,-0.33867887,Inlier
-1.6731471999999998,-0.29644991,Inlier
-1.6924698,-0.23631107,Inlier
-1.8692098000000001,-0.46970064,Inlier
-1.3545133999999999,-0.004228008,Inlier
-1.6039649,-0.35561206,Inlier
-1.4301270000000001,-0.24778332,Inlier
-1.8284391,-0.29982777,Inlier
-1.6958581999999998,-0.35949446,Inlier
-1.4637799999999999,-0.13739401,Inlier
-1.6147753999999999,-0.36576382,Inlier
-1.4570389,-0.3422073,Inlier
-1.2537911,-0.20217499,Inlier
-2.4251699,-0.22260873,Inlier
-1.4124617,-0.13482264,Inlier
-2.5198935000000002,-0.32587659999999996,Inlier
-1.8229166,-0.34639028,Inlier
-1.6345813,-0.20637413,Inlier
-1.6464683999999998,-0.24032741,Inlier
-0.85096455,-0.13230864,Inlier
-1.5359271,-0.24643962,Inlier
-1.0219375,-0.41237814,Inlier
-1.8015025000000002,-0.35826588,Inlier
-1.6211693999999999,-0.31814884,Inlier
-1.8433987,-0.35623662,Inlier
-1.4099452,-0.27490372,Inlier
-1.8311831000000005,-0.23139936,Inlier
-1.2106192,-0.3996637,Inlier
-1.2043903999999999,-0.31275673,Inlier
-1.4779073999999999,-0.37985183,Inlier
-1.6949602,-0.16890832,Inlier
-1.0790986,-0.51036326,Inlier
-1.8344544999999999,-0.31480248,Inlier
-1.2493273,-0.18551410000000002,Inlier
-1.3575645,-0.3316019,Inlier
-0.92267857,-0.22673510000000002,Inlier
-1.3494302,-0.33297112,Inlier
-1.4250246000000002,-0.4183234,Inlier
-1.7631336,-0.19402466,Inlier
-1.6761293000000002,-0.13461018,Inlier
0.4439494000000001,-1.2477203000000001,Inlier
0.030512018999999998,-1.2158512,Inlier
0.55821311,-1.197535,Inlier
0.75225712,-1.849707,Inlier
-0.022727177999999997,-1.5059666999999999,Inlier
0.70081564,-1.6821191999999998,Inlier
0.26113783,-1.1827364,Inlier
-0.17022005,-0.95011927,Inlier
0.31177396,-2.1480174,Inlier
0.14114629,-1.5090306999999998,Inlier
0.30182159999999997,-1.7334498,Inlier
0.5269443,-1.3320005,Inlier
0.15330476,-1.2947193000000001,Inlier
0.9710785,-1.7048912,Inlier
0.49987171,-1.2436118,Inlier
0.49235143,-1.1484531,Inlier
-0.1300693,-1.6968701000000002,Inlier
-0.26045423,-0.62451467,Inlier
0.39420597,-0.9626594,Inlier
0.10690381,-1.4163486,Inlier
-0.35237477,-1.769755,Inlier
0.07905367,-1.2769731000000002,Inlier
0.29791213,-1.3827049,Inlier
0.16012562,-1.5862433999999999,Inlier
0.28987778,-1.2802613,Inlier
0.48558912,-1.3821392,Inlier
0.22719335,-1.5323394,Inlier
-0.21592416,-1.7765218999999997,Inlier
-0.37793503,-1.5952453000000002,Inlier
-0.012803418,-1.7923748,Inlier
-0.17624971,-0.6350473000000001,Inlier
0.09127842800000001,-1.9688221999999997,Inlier
0.63194674,-1.6007862,Inlier
0.51904404,-1.6035357,Inlier
0.18285861,-1.7419428,Inlier
-0.09278345800000001,-1.8241393,Inlier
-0.10346720000000001,-2.0775886999999997,Inlier
0.91410815,-0.97007708,Inlier
-0.16044959,-1.1370365,Inlier
0.33791795,-1.2980436000000002,Inlier
0.4429724,-1.5414968999999998,Inlier
0.70291709,-1.6801596,Inlier
0.14452855,-1.9504627,Inlier
0.63120994,-0.93310171,Inlier
0.79053507,-1.5109336000000002,Inlier
0.78168023,-1.1585833,Inlier
0.49076558,-1.8902747,Inlier
-0.33131936,-1.6267004999999999,Inlier
0.42411568,-1.1722728999999998,Inlier
0.2536026,-1.0234676,Inlier
0.74593809,-1.1235753000000002,Inlier
0.18583301,-1.4573271,Inlier
-0.18259085,-2.2051559,Inlier
0.68396545,-1.6050978,Inlier
-0.21400893,-1.8698746,Inlier
0.38542876,-1.5707997999999999,Inlier
0.31860096,-2.0598343,Inlier
0.054023708,-1.6538959,Inlier
0.53651268,-1.6573931,Inlier
0.68171699,-1.5038839,Inlier
0.21405474,-1.4997201999999998,Inlier
0.46593693,-0.82495863,Inlier
-0.041694783,-1.584976,Inlier
-0.044545088,-1.3709775,Inlier
0.17916796,-1.2715166,Inlier
-0.30643049,-1.5670256,Inlier
0.42168568,-1.9361888999999999,Inlier
0.11822039,-0.88525176,Inlier
0.53415629,-1.4824959999999998,Inlier
0.31182446,-1.5556709,Inlier
-0.27317159,-2.1299888,Inlier
0.37638837,-1.6299032,Inlier
0.29429245,-1.4361691,Inlier
0.20395524,-1.882899,Inlier
-0.020245126999999998,-1.8418831999999998,Inlier
-0.15631772,-1.3888274,Inlier
-0.043904778,-1.6648938999999998,Inlier
0.0073257307999999985,-2.2371272,Inlier
-0.25953854,-1.4104141000000001,Inlier
0.87218136,-1.3790795,Inlier
0.56954567,-1.3274559,Inlier
0.24318197,-1.1140878,Inlier
0.029541592999999998,-1.8674921999999998,Inlier
0.45177849999999997,-1.4285564,Inlier
0.47605953,-1.7892814,Inlier
-0.32914832,-1.4329988,Inlier
-0.19168187,-0.78912954,Inlier
0.27890427,-1.5451618999999999,Inlier
0.18936182,-1.0212405,Inlier
0.6313124,-1.324669,Inlier
0.23998321,-1.9036691000000003,Inlier
0.29484831,-1.7721616999999998,Inlier
0.020420716000000002,-1.8962894000000001,Inlier
0.10411530000000001,-1.4608506,Inlier
0.44816617,-1.7382263999999998,Inlier
0.1900498,-2.0221988,Inlier
0.37125914,-1.6953785,Inlier
0.88184926,-0.72175702,Inlier
0.40295546,-1.6321995,Inlier
-0.032681717,-1.6791644000000001,Inlier
3.3,1.3,Outliers
3.3,-1.3,Outliers
3.2,0.0,Outliers
